
Logs for container_1783666251674_0002_01_000001
ResourceManager

    RM Home 

NodeManager
Tools
	

WARNING: Using incubator modules: jdk.incubator.vector
2026-07-10T07:54:31,323 INFO  [main] util.SignalUtils: Registering signal handler for TERM
2026-07-10T07:54:31,347 INFO  [main] util.SignalUtils: Registering signal handler for HUP
2026-07-10T07:54:31,348 INFO  [main] util.SignalUtils: Registering signal handler for INT
2026-07-10T07:54:34,044 WARN  [main] util.NativeCodeLoader: Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
2026-07-10T07:54:34,721 INFO  [main] deploy.SparkHadoopUtil: Attempting to login to Kerberos using principal: hadoop/node49.host@MARIPOSA.COM and keytab: node49.host.keytab-4eb53206-c450-4c0e-8a9c-ee07d16ae552
2026-07-10T07:54:35,101 INFO  [main] security.UserGroupInformation: Login successful for user hadoop/node49.host@MARIPOSA.COM using keytab file node49.host.keytab-4eb53206-c450-4c0e-8a9c-ee07d16ae552. Keytab auto renewal enabled : false
2026-07-10T07:54:35,269 INFO  [main] yarn.ApplicationMaster: ApplicationAttemptId: appattempt_1783666251674_0002_000001
2026-07-10T07:54:37,832 INFO  [main] yarn.ApplicationMaster: Starting the user application in a separate Thread
2026-07-10T07:54:37,978 INFO  [main] yarn.ApplicationMaster: Waiting for spark context initialization...
2026-07-10T07:54:38,007 INFO  [Driver] mariposa.Mariposa$: App properties are:
2026-07-10T07:54:38,019 INFO  [Driver] mariposa.Mariposa$: app.kafka.topic: planet-import
2026-07-10T07:54:38,019 INFO  [Driver] mariposa.Mariposa$: app.kafka.run.infinitely: true
2026-07-10T07:54:38,024 INFO  [Driver] mariposa.Mariposa$: app.security.truststore.password: nkfvEv9bNXrKch7TXn7/Vfpdv3cvKoT2
2026-07-10T07:54:38,024 INFO  [Driver] mariposa.Mariposa$: app.hive.table: planet.t_import
2026-07-10T07:54:38,057 INFO  [Driver] mariposa.Kafka2Hive: === Mariposa-Kafka2Hive ===
2026-07-10T07:54:38,057 INFO  [Driver] mariposa.Kafka2Hive: Builder parameters are:
2026-07-10T07:54:38,068 INFO  [Driver] mariposa.Kafka2Hive: hiveTable: planet.t_import
2026-07-10T07:54:38,069 INFO  [Driver] mariposa.Kafka2Hive: infinite: true
2026-07-10T07:54:38,069 INFO  [Driver] mariposa.Kafka2Hive: kafkaBootstrapServers: node143.host:9092
2026-07-10T07:54:38,069 INFO  [Driver] mariposa.Kafka2Hive: kafkaTopic: planet-import
2026-07-10T07:54:38,073 INFO  [Driver] mariposa.Kafka2Hive: pollInterval: 5 seconds
2026-07-10T07:54:38,073 INFO  [Driver] mariposa.Kafka2Hive: truststorePassword: ********************************
2026-07-10T07:54:42,591 INFO  [Driver] conf.HiveConf: Found configuration file null
2026-07-10T07:54:42,931 INFO  [Driver] spark.SparkContext: Running Spark version 4.1.1
2026-07-10T07:54:42,932 INFO  [Driver] spark.SparkContext: OS info Linux, 7.0.0-27-generic, amd64
2026-07-10T07:54:42,933 INFO  [Driver] spark.SparkContext: Java version 17.0.19+10-1-26.04.2-Ubuntu
2026-07-10T07:54:43,006 INFO  [Driver] resource.ResourceUtils: ==============================================================
2026-07-10T07:54:43,007 INFO  [Driver] resource.ResourceUtils: No custom resources configured for spark.driver.
2026-07-10T07:54:43,008 INFO  [Driver] resource.ResourceUtils: ==============================================================
2026-07-10T07:54:43,009 INFO  [Driver] spark.SparkContext: Submitted application: Mariposa-Kafka2Hive-planet-import
2026-07-10T07:54:43,116 INFO  [Driver] spark.SecurityManager: Changing view acls to: hadoop
2026-07-10T07:54:43,117 INFO  [Driver] spark.SecurityManager: Changing modify acls to: hadoop
2026-07-10T07:54:43,118 INFO  [Driver] spark.SecurityManager: Changing view acls groups to: hadoop
2026-07-10T07:54:43,119 INFO  [Driver] spark.SecurityManager: Changing modify acls groups to: hadoop
2026-07-10T07:54:43,121 INFO  [Driver] spark.SecurityManager: SecurityManager: authentication disabled; ui acls disabled; users with view permissions: hadoop groups with view permissions: EMPTY; users with modify permissions: hadoop; groups with modify permissions: EMPTY; RPC SSL disabled
2026-07-10T07:54:43,760 INFO  [Driver] util.Utils: Successfully started service 'sparkDriver' on port 35371.
2026-07-10T07:54:43,822 INFO  [Driver] spark.SparkEnv: Registering MapOutputTracker
2026-07-10T07:54:43,852 INFO  [Driver] spark.SparkEnv: Registering BlockManagerMaster
2026-07-10T07:54:43,891 INFO  [Driver] storage.BlockManagerMasterEndpoint: Using org.apache.spark.storage.DefaultTopologyMapper for getting topology information
2026-07-10T07:54:43,892 INFO  [Driver] storage.BlockManagerMasterEndpoint: BlockManagerMasterEndpoint up
2026-07-10T07:54:43,958 INFO  [Driver] spark.SparkEnv: Registering BlockManagerMasterHeartbeat
2026-07-10T07:54:44,009 INFO  [Driver] storage.DiskBlockManager: Created local directory at /tmp/hadoop-hadoop/nm-local-dir/usercache/hadoop/appcache/application_1783666251674_0002/blockmgr-f9091c9c-c4d6-4671-8999-31b2925e8c96
2026-07-10T07:54:44,141 INFO  [Driver] spark.SparkEnv: Registering OutputCommitCoordinator
2026-07-10T07:54:44,454 INFO  [Driver] ui.JettyUtils: Start Jetty 0.0.0.0:0 for SparkUI
2026-07-10T07:54:44,479 INFO  [Driver] server.Server: jetty-11.0.26; built: 2025-08-14T18:03:14.457Z; git: 7559873b6e46eea7c2c6da2b58327ea2ecf941f4; jvm 17.0.19+10-1-26.04.2-Ubuntu
2026-07-10T07:54:44,543 INFO  [Driver] server.Server: Started Server@395b605{STARTING}[11.0.26,sto=30000] @16386ms
2026-07-10T07:54:44,635 INFO  [Driver] server.AbstractConnector: Started ServerConnector@232cdecc{HTTP/1.1, (http/1.1)}{0.0.0.0:40705}
2026-07-10T07:54:44,637 INFO  [Driver] util.Utils: Successfully started service 'SparkUI' on port 40705.
2026-07-10T07:54:44,643 INFO  [Driver] ui.ServerInfo: Adding filter to /: org.apache.spark.deploy.yarn.AmIpFilter
2026-07-10T07:54:44,695 INFO  [Driver] handler.ContextHandler: Started o.s.j.s.ServletContextHandler@66bd6702{/,null,AVAILABLE,@Spark}
2026-07-10T07:54:44,805 INFO  [Driver] resource.ResourceProfile: Default ResourceProfile created, executor resources: Map(memoryOverhead -> name: memoryOverhead, amount: 256, script: , vendor: , cores -> name: cores, amount: 1, script: , vendor: , memory -> name: memory, amount: 800, script: , vendor: , offHeap -> name: offHeap, amount: 0, script: , vendor: ), task resources: Map(cpus -> name: cpus, amount: 1.0)
2026-07-10T07:54:44,814 INFO  [Driver] resource.ResourceProfile: Limiting resource is cpus at 1 tasks per executor
2026-07-10T07:54:44,818 INFO  [Driver] resource.ResourceProfileManager: Added ResourceProfile id: 0
2026-07-10T07:54:44,840 INFO  [Driver] spark.SecurityManager: Changing view acls to: hadoop
2026-07-10T07:54:44,841 INFO  [Driver] spark.SecurityManager: Changing modify acls to: hadoop
2026-07-10T07:54:44,841 INFO  [Driver] spark.SecurityManager: Changing view acls groups to: hadoop
2026-07-10T07:54:44,841 INFO  [Driver] spark.SecurityManager: Changing modify acls groups to: hadoop
2026-07-10T07:54:44,841 INFO  [Driver] spark.SecurityManager: SecurityManager: authentication disabled; ui acls disabled; users with view permissions: hadoop groups with view permissions: EMPTY; users with modify permissions: hadoop; groups with modify permissions: EMPTY; RPC SSL disabled
2026-07-10T07:54:44,953 INFO  [Driver] cluster.YarnClusterScheduler: Created YarnClusterScheduler
2026-07-10T07:54:45,276 INFO  [Driver] security.HadoopDelegationTokenManager: Attempting to login to KDC using principal: hadoop/node49.host@MARIPOSA.COM
2026-07-10T07:54:45,306 INFO  [Driver] security.HadoopDelegationTokenManager: Successfully logged into KDC.
2026-07-10T07:54:45,376 INFO  [Driver] security.HadoopFSDelegationTokenProvider: getting token for: DFS[DFSClient[clientName=DFSClient_NONMAPREDUCE_-756111814_19, ugi=hadoop/node49.host@MARIPOSA.COM (auth:KERBEROS)]] with renewer hadoop/node49.host@MARIPOSA.COM
2026-07-10T07:54:45,974 INFO  [Driver] hdfs.DFSClient: Created token for hadoop: HDFS_DELEGATION_TOKEN owner=hadoop/node49.host@MARIPOSA.COM, renewer=hadoop, realUser=, issueDate=1783670085897, maxDate=1784274885897, sequenceNumber=355, masterKeyId=61 on 192.168.1.49:9000
2026-07-10T07:54:46,018 INFO  [Driver] security.HadoopFSDelegationTokenProvider: getting token for: DFS[DFSClient[clientName=DFSClient_NONMAPREDUCE_-756111814_19, ugi=hadoop/node49.host@MARIPOSA.COM (auth:KERBEROS)]] with renewer hadoop/node49.host@MARIPOSA.COM
2026-07-10T07:54:46,046 INFO  [Driver] hdfs.DFSClient: Created token for hadoop: HDFS_DELEGATION_TOKEN owner=hadoop/node49.host@MARIPOSA.COM, renewer=hadoop, realUser=, issueDate=1783670086026, maxDate=1784274886026, sequenceNumber=356, masterKeyId=61 on 192.168.1.49:9000
2026-07-10T07:54:46,136 INFO  [Driver] security.HadoopFSDelegationTokenProvider: Renewal interval is 86400098 for token HDFS_DELEGATION_TOKEN
2026-07-10T07:54:46,137 INFO  [Driver] hdfs.DFSClient: Cancelling token for hadoop: HDFS_DELEGATION_TOKEN owner=hadoop/node49.host@MARIPOSA.COM, renewer=hadoop, realUser=, issueDate=1783670086026, maxDate=1784274886026, sequenceNumber=356, masterKeyId=61 on 192.168.1.49:9000
2026-07-10T07:54:46,738 INFO  [Driver] security.HadoopDelegationTokenManager: Calculated delay on renewal is 64799447, based on next renewal 1783756485995 and the ratio 0.75, and current time 1783670086732
2026-07-10T07:54:46,750 INFO  [Driver] security.HadoopDelegationTokenManager: Scheduling renewal in 18.0 h.
2026-07-10T07:54:46,752 INFO  [Driver] security.HadoopDelegationTokenManager: Updating delegation tokens.
2026-07-10T07:54:46,812 INFO  [dispatcher-CoarseGrainedScheduler] deploy.SparkHadoopUtil: Updating delegation tokens for current user.
2026-07-10T07:54:46,812 INFO  [Driver] deploy.SparkHadoopUtil: Updating delegation tokens for current user.
2026-07-10T07:54:46,839 INFO  [Driver] util.Utils: Successfully started service 'org.apache.spark.network.netty.NettyBlockTransferService' on port 41485.
2026-07-10T07:54:46,844 INFO  [Driver] netty.NettyBlockTransferService: Server created on node143.host:41485
2026-07-10T07:54:46,848 INFO  [Driver] storage.BlockManager: Using org.apache.spark.storage.RandomBlockReplicationPolicy for block replication policy
2026-07-10T07:54:46,882 INFO  [Driver] storage.BlockManagerMaster: Registering BlockManager BlockManagerId(driver, node143.host, 41485, None)
